identity,labels,storage_type,processor_type,unique_id,memory,gpu_type,memory_type,storage,processor,gpu,available_processor,available_storage,name,available_region,available_memory,available_gpu,elementId
950,Node,SSD,Intel Xeon,7b53132c-85f6-4b8e-8b7f-485ada50e6b0,1,NVIDIA GeForce,DDR4,1,1,1,0.5,0.5,PowerEdge R660 Rack Server,china,0.5,0.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:950
951,Node,NVMe,Intel Core i9,cf76b95b-2026-414d-9d9e-80391aa0abcf,4,AMD Radeon Pro,DDR5,4,4,4,2,2,ThinkSystem SR650 Rack Server,china,2,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:951
952,Node,SATA SSD,Intel Core i7,7285b764-6763-4f0f-aed5-c7c7e28d9f64,10,AMD Radeon,DDR7,16,8,8,1.3333333333333333,2.6666666666666665,Precision 7920 Rack Workstation,china,1.6666666666666667,1.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:952
953,Node,HDD,AMD Ryzen,adb3676a-5f0b-4c6a-8479-07350ba25fdd,2,NVIDIA Quadro,DDR3,2,2,2,0.3333333333333333,0.3333333333333333,ProLiant DL360 Gen10 Rack Server,china,0.3333333333333333,0.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:953
954,Node,NAS Storage,Intel Xeon,09b6157f-2373-407b-b6a4-0ba56453fdba,30,AMD Radeon VII,DDR4,4096,28,48,14,2048,ThinkSystem SR530 Rack Server,china,15,24,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:954
955,Node,NVMe,Intel Core i9,e2a9b63a-cf7c-473b-85f0-3e64b27ba398,4,AMD Radeon Pro,DDR5,4,4,4,1,1,ThinkSystem SR650 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:955
956,Node,Flash Storage,AMD EPYC,c2f1f23f-825c-460d-8a93-9577dc4320c6,8,NVIDIA Tesla,DDR6,8,6,6,1.2,1.6,PrimeServer Rack V Rack Server,china,1.6,1.2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:956
957,Node,M.2 SSD,AMD Ryzen,c2d3cf20-4572-432d-a40e-2d95dde4db15,24,NVIDIA Quadro RTX,DDR5,512,22,22,5.5,128,SuperServer 6019U Rack Server,china,6,5.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:957
958,Node,SATA HDD,Intel Core i7,4ce67760-bec8-47f5-8aed-bfa9dad31818,26,AMD Radeon Pro WX,DDR7,1024,24,24,4,170.66666666666666,PowerEdge R740 Rack Server,china,4.333333333333333,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:958
959,Node,External HDD,Intel Xeon,448c8a65-ee74-4a87-b0c7-c5ba807c8025,18,NVIDIA Tesla V100,DDR6,64,16,16,16,64,ThinkSystem SR630 Rack Server,china,18,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:959
960,Node,HDD,AMD Ryzen,efc1fa64-7509-479d-8a2c-f5973d027203,2,NVIDIA Quadro,DDR3,2,2,2,0.3333333333333333,0.3333333333333333,ProLiant DL360 Gen10 Rack Server,china,0.3333333333333333,0.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:960
961,Node,HDD,AMD Ryzen,5c542293-963f-4094-93f3-26242da215a2,2,NVIDIA Quadro,DDR3,2,2,2,0.4,0.4,ProLiant DL360 Gen10 Rack Server,china,0.4,0.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:961
962,Node,eMMC Storage,AMD Ryzen,f478efd1-e048-4c92-ad8a-2da25a35c1a8,32,NVIDIA GeForce RTX,DDR3,8196,30,64,6,1639.2,PrimeServer Rack IX Rack Server,china,6.4,12.8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:962
963,Node,External SSD,AMD EPYC,54fed516-bb06-4f97-90fc-59954a83296a,28,NVIDIA Tesla T4,DDR6,2048,26,32,6.5,512,ProLiant DL325 Gen10 Rack Server,china,7,8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:963
964,Node,External SSD,AMD EPYC,dc0e60b5-f555-4671-9048-548a9d0ad59d,28,NVIDIA Tesla T4,DDR6,2048,26,32,6.5,512,ProLiant DL325 Gen10 Rack Server,china,7,8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:964
965,Node,Flash Storage,AMD EPYC,0e3021ac-7ca5-45a0-8a74-75df93e087e6,8,NVIDIA Tesla,DDR6,8,6,6,2,2.6666666666666665,PrimeServer Rack V Rack Server,china,2.6666666666666665,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:965
966,Node,External SSD,AMD EPYC,5939ee91-fb66-44cf-a2d8-ab2b7119615e,28,NVIDIA Tesla T4,DDR6,2048,26,32,13,1024,ProLiant DL325 Gen10 Rack Server,china,14,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:966
967,Node,Flash Memory,Intel Core i5,03f4858e-77b1-447b-9738-9f6ef99dceba,14,NVIDIA Quadro RTX,DDR3,32,12,12,2,5.333333333333333,PowerEdge R640 Rack Server,china,2.3333333333333335,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:967
968,Node,eMMC Storage,AMD Ryzen,56b78ec0-667e-4b37-9c16-8bb76c14eb37,32,NVIDIA GeForce RTX,DDR3,8196,30,64,7.5,2049,PrimeServer Rack IX Rack Server,china,8,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:968
969,Node,M.2 SSD,AMD Ryzen,589ddac8-ba76-40a4-a79a-1f561df84644,24,NVIDIA Quadro RTX,DDR5,512,22,22,4.4,102.4,SuperServer 6019U Rack Server,china,4.8,4.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:969
970,Node,Flash Memory,Intel Core i5,3cf863a1-f2e2-4605-9552-254d1f4f74a7,14,NVIDIA Quadro RTX,DDR3,32,12,12,2.4,6.4,PowerEdge R640 Rack Server,china,2.8,2.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:970
971,Node,External SSD,AMD EPYC,e4e15e6e-c588-4aad-b2cc-78b84fa6f7ad,28,NVIDIA Tesla T4,DDR6,2048,26,32,8.666666666666666,682.6666666666666,ProLiant DL325 Gen10 Rack Server,china,9.333333333333334,10.666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:971
972,Node,HDD,AMD Ryzen,0283b06a-1e6e-473b-93c9-ec25031d0392,2,NVIDIA Quadro,DDR3,2,2,2,1,1,ProLiant DL360 Gen10 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:972
973,Node,Cloud Storage,AMD EPYC,d76012ba-055c-40cb-a1c7-572b51e4118d,20,AMD Radeon Pro WX,DDR4,128,18,18,9,64,PrimeServer Pro Rack III Rack Server,china,10,9,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:973
974,Node,External SSD,AMD EPYC,26232b0e-202f-4fe4-8cdd-c3f56dffa46b,28,NVIDIA Tesla T4,DDR6,2048,26,32,26,2048,ProLiant DL325 Gen10 Rack Server,china,28,32,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:974
975,Node,USB Flash Drive,Intel Core i9,3ad0e6bf-1a1e-4e48-8f05-9893aedf4908,22,NVIDIA GeForce GTX,DDR3,256,20,20,5,64,Precision 7920 Tower Workstation,china,5.5,5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:975
976,Node,HDD,AMD Ryzen,1e82efe1-0df2-4e69-9285-2f962f102789,2,NVIDIA Quadro,DDR3,2,2,2,1,1,ProLiant DL360 Gen10 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:976
977,Node,Hybrid Drive,AMD Ryzen Threadripper,316684f5-93d3-4be6-b9ca-049a371b374f,12,NVIDIA GeForce RTX,DDR4,24,10,10,5,12,SuperServer 10210U Rack Server,china,6,5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:977
978,Node,Fusion Drive,AMD Ryzen,2b7799f3-a8da-4d91-a6fc-ca25bc4147f9,16,AMD Radeon RX,DDR5,48,14,14,4.666666666666667,16,ProLiant DL380 Gen10 Rack Server,china,5.333333333333333,4.666666666666667,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:978
979,Node,Hybrid Drive,AMD Ryzen Threadripper,0667d5d7-b2b3-4c02-a134-1d00a2ad6a31,12,NVIDIA GeForce RTX,DDR4,24,10,10,2.5,6,SuperServer 10210U Rack Server,china,3,2.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:979
980,Node,External HDD,Intel Xeon,42f5d064-7c5b-4bc2-b8e2-74b69c7062d9,18,NVIDIA Tesla V100,DDR6,64,16,16,2.6666666666666665,10.666666666666666,ThinkSystem SR630 Rack Server,china,3,2.6666666666666665,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:980
981,Node,Hybrid Drive,AMD Ryzen Threadripper,f9cad7bc-b6d3-4133-99ea-6529d03e0d9b,12,NVIDIA GeForce RTX,DDR4,24,10,10,2.5,6,SuperServer 10210U Rack Server,china,3,2.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:981
982,Node,NAS Storage,Intel Xeon,1583d99d-d5a6-4c74-a230-eff3d453d7b6,30,AMD Radeon VII,DDR4,4096,28,48,7,1024,ThinkSystem SR530 Rack Server,china,7.5,12,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:982
983,Node,NAS Storage,Intel Xeon,fc33d22b-6fa5-4749-b84e-8ee9cf6ddf40,30,AMD Radeon VII,DDR4,4096,28,48,28,4096,ThinkSystem SR530 Rack Server,china,30,48,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:983
984,Node,Hybrid Drive,AMD Ryzen Threadripper,3b361c9f-9442-44fa-8a9a-c090c90144a4,12,NVIDIA GeForce RTX,DDR4,24,10,10,1.6666666666666667,4,SuperServer 10210U Rack Server,china,2,1.6666666666666667,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:984
985,Node,Flash Storage,AMD EPYC,f2e43fc8-c948-4e46-ab4c-e03720f1d29b,8,NVIDIA Tesla,DDR6,8,6,6,6,8,PrimeServer Rack V Rack Server,china,8,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:985
986,Node,SATA HDD,Intel Core i7,60218d60-6154-4b48-ab7f-a5b41b892a9c,26,AMD Radeon Pro WX,DDR7,1024,24,24,4.8,204.8,PowerEdge R740 Rack Server,china,5.2,4.8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:986
987,Node,SATA SSD,Intel Core i7,4813c6d3-0b3f-408b-acfb-0d59eda85ed1,10,AMD Radeon,DDR7,16,8,8,2.6666666666666665,5.333333333333333,Precision 7920 Rack Workstation,china,3.3333333333333335,2.6666666666666665,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:987
988,Node,NVMe,Intel Core i9,35ecbe02-aff9-4824-9c56-610205d00d51,4,AMD Radeon Pro,DDR5,4,4,4,0.6666666666666666,0.6666666666666666,ThinkSystem SR650 Rack Server,china,0.6666666666666666,0.6666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:988
989,Node,Flash Storage,AMD EPYC,cf3f4858-961a-4e46-b86e-0ff4816e6c87,8,NVIDIA Tesla,DDR6,8,6,6,6,8,PrimeServer Rack V Rack Server,china,8,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:989
990,Node,M.2 SSD,AMD Ryzen,634cec9e-2740-4fd9-972c-339230ab4882,24,NVIDIA Quadro RTX,DDR5,512,22,22,11,256,SuperServer 6019U Rack Server,china,12,11,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:990
991,Node,USB Flash Drive,Intel Core i9,ec3221f3-e798-4ea5-b7cf-fc47f910960d,22,NVIDIA GeForce GTX,DDR3,256,20,20,3.3333333333333335,42.666666666666664,Precision 7920 Tower Workstation,china,3.6666666666666665,3.3333333333333335,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:991
992,Node,External HDD,Intel Xeon,190053cc-fa92-4d20-ad7f-7bf72deebd67,18,NVIDIA Tesla V100,DDR6,64,16,16,4,16,ThinkSystem SR630 Rack Server,china,4.5,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:992
993,Node,USB Flash Drive,Intel Core i9,b89c9892-fe82-4d8f-b80b-64e63bade821,22,NVIDIA GeForce GTX,DDR3,256,20,20,4,51.2,Precision 7920 Tower Workstation,china,4.4,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:993
994,Node,SATA HDD,Intel Core i7,0c80d360-d5f8-4b79-8a89-19c4e977580a,26,AMD Radeon Pro WX,DDR7,1024,24,24,4,170.66666666666666,PowerEdge R740 Rack Server,china,4.333333333333333,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:994
995,Node,Hybrid Drive,AMD Ryzen Threadripper,e48c0358-5764-4541-bf7b-ea61824f4370,12,NVIDIA GeForce RTX,DDR4,24,10,10,5,12,SuperServer 10210U Rack Server,china,6,5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:995
996,Node,SSD,Intel Xeon,2ae05557-ea67-44d6-b2fe-b75ec208e552,1,NVIDIA GeForce,DDR4,1,1,1,0.16666666666666666,0.16666666666666666,PowerEdge R660 Rack Server,china,0.16666666666666666,0.16666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:996
997,Node,Hybrid Drive,AMD Ryzen Threadripper,4d5db169-faec-4783-9217-877962fca1ed,12,NVIDIA GeForce RTX,DDR4,24,10,10,2.5,6,SuperServer 10210U Rack Server,china,3,2.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:997
998,Node,Flash Storage,AMD EPYC,e8ba5b11-701e-4222-97ab-ae0b418ac55e,8,NVIDIA Tesla,DDR6,8,6,6,6,8,PrimeServer Rack V Rack Server,china,8,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:998
999,Node,Flash Storage,AMD EPYC,9f4227cb-9568-40bf-a31e-cef1c088e71a,8,NVIDIA Tesla,DDR6,8,6,6,2,2.6666666666666665,PrimeServer Rack V Rack Server,china,2.6666666666666665,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:999
1000,Node,SATA HDD,Intel Core i7,b5ae2d1b-e59d-4ee5-8245-7fbdb6016e25,26,AMD Radeon Pro WX,DDR7,1024,24,24,4,170.66666666666666,PowerEdge R740 Rack Server,china,4.333333333333333,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1000
1001,Node,Cloud Storage,AMD EPYC,013a964f-eb42-4ea3-b9b1-47b54228c59c,20,AMD Radeon Pro WX,DDR4,128,18,18,3.6,25.6,PrimeServer Pro Rack III Rack Server,china,4,3.6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1001
1002,Node,SATA HDD,Intel Core i7,259ad9ed-7160-4263-b903-a44a06f6d9e7,26,AMD Radeon Pro WX,DDR7,1024,24,24,8,341.3333333333333,PowerEdge R740 Rack Server,china,8.666666666666666,8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1002
1003,Node,NAS Storage,Intel Xeon,9145a713-f675-43e8-b19f-9ec675d379db,30,AMD Radeon VII,DDR4,4096,28,48,9.333333333333334,1365.3333333333333,ThinkSystem SR530 Rack Server,china,10,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1003
1004,Node,Flash Memory,Intel Core i5,f4d27bc8-d037-4d7e-b6c1-9de812eb488b,14,NVIDIA Quadro RTX,DDR3,32,12,12,2.4,6.4,PowerEdge R640 Rack Server,china,2.8,2.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1004
1005,Node,Hybrid Drive,AMD Ryzen Threadripper,8aa52069-0e18-4de6-95e7-c5a7e0186a7c,12,NVIDIA GeForce RTX,DDR4,24,10,10,3.3333333333333335,8,SuperServer 10210U Rack Server,china,4,3.3333333333333335,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1005
1006,Node,External HDD,Intel Xeon,63ab217a-b983-4cc6-9d00-e86a1a9fceee,18,NVIDIA Tesla V100,DDR6,64,16,16,2.6666666666666665,10.666666666666666,ThinkSystem SR630 Rack Server,china,3,2.6666666666666665,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1006
1007,Node,NVMe,Intel Core i9,cfe2be62-5d61-4140-bd42-fe28e320f50c,4,AMD Radeon Pro,DDR5,4,4,4,0.6666666666666666,0.6666666666666666,ThinkSystem SR650 Rack Server,china,0.6666666666666666,0.6666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1007
1008,Node,Cloud Storage,AMD EPYC,443cdaa0-0c9b-49d8-995a-cdd80da8fbad,20,AMD Radeon Pro WX,DDR4,128,18,18,3,21.333333333333332,PrimeServer Pro Rack III Rack Server,china,3.3333333333333335,3,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1008
1009,Node,External SSD,AMD EPYC,9c1d2dd9-d6c1-4b54-8029-874bf07249cc,28,NVIDIA Tesla T4,DDR6,2048,26,32,5.2,409.6,ProLiant DL325 Gen10 Rack Server,china,5.6,6.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1009
1010,Node,External HDD,Intel Xeon,8fafa98f-1c54-49ee-938e-2fdb9a5fcc3b,18,NVIDIA Tesla V100,DDR6,64,16,16,3.2,12.8,ThinkSystem SR630 Rack Server,china,3.6,3.2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1010
1011,Node,M.2 SSD,AMD Ryzen,4a0beac6-ccfa-43fa-a032-9b6a1f503be7,24,NVIDIA Quadro RTX,DDR5,512,22,22,22,512,SuperServer 6019U Rack Server,china,24,22,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1011
1012,Node,SSD,Intel Xeon,1f49bed0-5c83-40bb-8c6d-f4f527774b4c,1,NVIDIA GeForce,DDR4,1,1,1,0.2,0.2,PowerEdge R660 Rack Server,china,0.2,0.2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1012
1013,Node,SATA HDD,Intel Core i7,56e7bb0e-95cd-4bd3-9027-231afeac8c92,26,AMD Radeon Pro WX,DDR7,1024,24,24,24,1024,PowerEdge R740 Rack Server,china,26,24,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1013
1014,Node,NVMe,Intel Core i9,1a3ec3fc-1992-49f7-8c9a-7281d0f375aa,4,AMD Radeon Pro,DDR5,4,4,4,1.3333333333333333,1.3333333333333333,ThinkSystem SR650 Rack Server,china,1.3333333333333333,1.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1014
1015,Node,SSD,Intel Xeon,fa94db74-0352-4e9c-9e8f-6e1babbe2019,1,NVIDIA GeForce,DDR4,1,1,1,0.25,0.25,PowerEdge R660 Rack Server,china,0.25,0.25,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1015
1016,Node,NAS Storage,Intel Xeon,6012191e-b359-4015-9405-73411e03aad2,30,AMD Radeon VII,DDR4,4096,28,48,7,1024,ThinkSystem SR530 Rack Server,china,7.5,12,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1016
1017,Node,SATA SSD,Intel Core i7,da8900a6-ac06-45a5-80f8-2dd82b46caec,10,AMD Radeon,DDR7,16,8,8,1.3333333333333333,2.6666666666666665,Precision 7920 Rack Workstation,china,1.6666666666666667,1.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1017
1018,Node,eMMC Storage,AMD Ryzen,7927b336-ed50-48f2-bb1b-40862090a984,32,NVIDIA GeForce RTX,DDR3,8196,30,64,5,1366,PrimeServer Rack IX Rack Server,china,5.333333333333333,10.666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1018
1019,Node,USB Flash Drive,Intel Core i9,96c11b2c-4330-4c86-bce6-ed83b619d84f,22,NVIDIA GeForce GTX,DDR3,256,20,20,20,256,Precision 7920 Tower Workstation,china,22,20,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1019
1020,Node,SSD,Intel Xeon,8cf1cd26-f32b-45ad-beef-cc75ffe5d920,1,NVIDIA GeForce,DDR4,1,1,1,1,1,PowerEdge R660 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1020
1021,Node,Cloud Storage,AMD EPYC,2e70d283-f0fe-420a-92b8-e8c789038ed3,20,AMD Radeon Pro WX,DDR4,128,18,18,3.6,25.6,PrimeServer Pro Rack III Rack Server,china,4,3.6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1021
1022,Node,Flash Memory,Intel Core i5,a847edf7-6e01-4897-a2a4-83ddfb15eeb8,14,NVIDIA Quadro RTX,DDR3,32,12,12,12,32,PowerEdge R640 Rack Server,china,14,12,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1022
1023,Node,External HDD,Intel Xeon,86c0a2cb-d66b-40d1-a90c-f752e6ce7102,18,NVIDIA Tesla V100,DDR6,64,16,16,16,64,ThinkSystem SR630 Rack Server,china,18,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1023
1024,Node,NVMe,Intel Core i9,defbbece-d402-4e88-9c6e-05ef9edbac85,4,AMD Radeon Pro,DDR5,4,4,4,1,1,ThinkSystem SR650 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1024
1025,Node,Fusion Drive,AMD Ryzen,9fd32b44-365a-426f-b248-6e82f00b2041,16,AMD Radeon RX,DDR5,48,14,14,14,48,ProLiant DL380 Gen10 Rack Server,china,16,14,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1025
1026,Node,Flash Storage,AMD EPYC,5bbb54eb-9e1c-4f01-b26b-38cf9b563002,8,NVIDIA Tesla,DDR6,8,6,6,1.5,2,PrimeServer Rack V Rack Server,china,2,1.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1026
1027,Node,SSD,Intel Xeon,b43b5078-aafa-4e6e-928e-d9c9f76424ca,1,NVIDIA GeForce,DDR4,1,1,1,0.2,0.2,PowerEdge R660 Rack Server,china,0.2,0.2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1027
1028,Node,NVMe,Intel Core i9,33e2d5a1-c83e-4965-8fa1-a71a00e2c6d7,4,AMD Radeon Pro,DDR5,4,4,4,2,2,ThinkSystem SR650 Rack Server,china,2,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1028
1029,Node,SATA HDD,Intel Core i7,abc5b452-d164-44a9-898c-397501c92793,26,AMD Radeon Pro WX,DDR7,1024,24,24,8,341.3333333333333,PowerEdge R740 Rack Server,china,8.666666666666666,8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1029
1030,Node,Flash Memory,Intel Core i5,5eacaa52-56a1-428c-bb61-83f86e3e9482,14,NVIDIA Quadro RTX,DDR3,32,12,12,3,8,PowerEdge R640 Rack Server,china,3.5,3,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1030
1031,Node,NVMe,Intel Core i9,32033619-82df-4e7b-b45d-e95a682bcd9b,4,AMD Radeon Pro,DDR5,4,4,4,0.8,0.8,ThinkSystem SR650 Rack Server,china,0.8,0.8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1031
1032,Node,eMMC Storage,AMD Ryzen,5857d945-11b7-423d-b242-48f59c456f4c,32,NVIDIA GeForce RTX,DDR3,8196,30,64,15,4098,PrimeServer Rack IX Rack Server,china,16,32,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1032
1033,Node,SATA HDD,Intel Core i7,3f42c941-ef14-48a7-931e-f609c07532bc,26,AMD Radeon Pro WX,DDR7,1024,24,24,8,341.3333333333333,PowerEdge R740 Rack Server,china,8.666666666666666,8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1033
1034,Node,eMMC Storage,AMD Ryzen,7f2671cb-b12e-4b83-a151-f7191f5f1efb,32,NVIDIA GeForce RTX,DDR3,8196,30,64,15,4098,PrimeServer Rack IX Rack Server,china,16,32,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1034
1035,Node,eMMC Storage,AMD Ryzen,7108e1fa-29cb-4f6d-923f-a0a9172470a4,32,NVIDIA GeForce RTX,DDR3,8196,30,64,10,2732,PrimeServer Rack IX Rack Server,china,10.666666666666666,21.333333333333332,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1035
1036,Node,USB Flash Drive,Intel Core i9,54fc8c9c-2aca-4ea1-b095-5a7b4354452c,22,NVIDIA GeForce GTX,DDR3,256,20,20,10,128,Precision 7920 Tower Workstation,china,11,10,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1036
1037,Node,External SSD,AMD EPYC,b8b16018-d391-4604-a9b3-195d44e688c9,28,NVIDIA Tesla T4,DDR6,2048,26,32,26,2048,ProLiant DL325 Gen10 Rack Server,china,28,32,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1037
1038,Node,Hybrid Drive,AMD Ryzen Threadripper,a237127c-b165-4c6b-aac4-be6ab3718ae8,12,NVIDIA GeForce RTX,DDR4,24,10,10,2.5,6,SuperServer 10210U Rack Server,china,3,2.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1038
1039,Node,Flash Storage,AMD EPYC,a7d98500-68dc-4faa-a672-373ef75f9401,8,NVIDIA Tesla,DDR6,8,6,6,2,2.6666666666666665,PrimeServer Rack V Rack Server,china,2.6666666666666665,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1039
1040,Node,eMMC Storage,AMD Ryzen,944db7a5-c9c4-41fa-8ea8-5f7e6f24bbc2,32,NVIDIA GeForce RTX,DDR3,8196,30,64,15,4098,PrimeServer Rack IX Rack Server,china,16,32,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1040
1041,Node,External HDD,Intel Xeon,f733622a-c0b6-478a-991f-98df1a9377fe,18,NVIDIA Tesla V100,DDR6,64,16,16,8,32,ThinkSystem SR630 Rack Server,china,9,8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1041
1042,Node,Fusion Drive,AMD Ryzen,7d9a7a41-bcc4-4cb6-931a-762816c480b8,16,AMD Radeon RX,DDR5,48,14,14,2.8,9.6,ProLiant DL380 Gen10 Rack Server,china,3.2,2.8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1042
1043,Node,SATA HDD,Intel Core i7,ca7e9028-4444-4b04-9b04-3154adf614e0,26,AMD Radeon Pro WX,DDR7,1024,24,24,4,170.66666666666666,PowerEdge R740 Rack Server,china,4.333333333333333,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:1043
